white wine quality database, 0=undrinkable, 1=undrinkable, 2=undrinkable, 3=poor, 4=below average, 5=average, 6=above average, 7=good, 8=great, 9=superb, 10=unrivaled
2466,6,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9
2467,6,6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10
2468,6,6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10
2469,6,7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4
2470,6,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4
2471,6,9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1
2472,6,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3
2473,6,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4
2474,6,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10
2475,6,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9
2476,6,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8
2477,6,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2
2478,6,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7
2479,6,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7
2480,6,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6
2481,6,7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5
2482,6,7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1
2483,6,8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7
2484,6,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5
2485,6,8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1
2486,6,7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5
2487,6,7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9
2488,6,8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1
2489,6,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1
2490,6,8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5
2491,6,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6
2492,6,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8
2493,6,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
2494,6,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8
2495,6,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
2496,6,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
2497,6,7.3,0.18,0.31,17.3,0.055,32,197,1.0002,3.13,0.46,9
2498,6,7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1
2499,6,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6
2500,6,7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6
2501,6,7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8
2502,6,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
2503,6,5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1
2504,6,7,0.25,0.56,2,0.035,20,95,0.9918,3.23,0.53,11
2505,6,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4
2506,6,6.9,0.19,0.39,8,0.028,22,84,0.994,3.11,0.66,10.8
2507,6,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4
2508,6,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5
2509,6,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1
2510,6,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2
2511,6,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1
2512,6,8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7
2513,6,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2
2514,6,9.5,0.42,0.41,2.3,0.034,22,145,0.9951,3.06,0.52,11
2515,6,6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8
2516,6,5.7,0.27,0.32,1.2,0.046,20,155,0.9934,3.8,0.41,10.2
2517,6,6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5
2518,6,5.6,0.13,0.27,4.8,0.028,22,104,0.9948,3.34,0.45,9.2
2519,6,7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11
2520,6,5.7,0.385,0.04,12.6,0.034,22,115,0.9964,3.28,0.63,9.9
2521,6,7.3,0.29,0.29,4.6,0.029,27,155,0.9931,3.07,0.26,10.6
2522,6,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8
2523,6,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5
2524,6,5.7,0.32,0.18,1.4,0.029,26,104,0.9906,3.44,0.37,11
2525,6,7.3,0.34,0.3,1.3,0.057,25,173,0.9948,3.26,0.51,9.1
2526,6,6.5,0.19,0.26,5.2,0.04,31,140,0.995,3.26,0.68,9.5
2527,6,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5
2528,6,7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2
2529,6,5.9,0.17,0.3,1.4,0.042,25,119,0.9931,3.68,0.72,10.5
2530,6,7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5
2531,6,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6
2532,6,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6
2533,6,8.3,0.17,0.31,1.5,0.049,48,153,0.9942,3.12,0.58,9.4
2534,6,8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8
2535,6,7.9,0.17,0.32,1.6,0.053,47,150,0.9948,3.29,0.76,9.6
2536,6,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1
2537,6,6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4
2538,6,8.1,0.24,0.33,10.2,0.048,46,141,0.9972,3.16,0.48,10.3
2539,6,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1
2540,6,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5
2541,6,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5
2542,6,6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12
2543,6,5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2
2544,6,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6
2545,6,7.1,0.22,0.32,16.9,0.056,49,158,0.9998,3.37,0.38,9.6
2546,6,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9
2547,6,6.8,0.26,0.32,7,0.041,38,118,0.9939,3.25,0.52,10.8
2548,6,7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9
2549,6,8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2
2550,6,7.2,0.2,0.31,10,0.054,49,165,0.997,3.4,0.42,9.9
2551,6,7.2,0.115,0.3,6.8,0.056,26,105,0.9954,3.44,0.4,9.6
2552,6,6.8,0.24,0.34,5.1,0.038,31,99,0.9921,3.24,0.46,11.8
2553,6,7,0.24,0.34,3,0.035,36,102,0.9905,3.18,0.43,12.2
2554,6,7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6
2555,6,7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3
2556,6,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12
2557,6,7.4,0.18,0.27,1.3,0.048,26,105,0.994,3.52,0.66,10.6
2558,6,6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11
2559,6,9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4
2560,6,8.5,0.25,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12
2561,6,7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8
2562,6,8,0.36,0.43,10.1,0.053,29,146,0.9982,3.4,0.46,9.5
2563,6,7.4,0.29,0.25,3.8,0.044,30,114,0.992,3.11,0.4,11
2564,6,6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1
2565,6,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4
2566,6,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4
2567,6,7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7
2568,6,7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7
2569,6,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4
2570,6,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4
2571,6,7,0.22,0.26,1.1,0.037,20,71,0.9902,3.1,0.38,11.7
2572,6,7.3,0.18,0.29,1,0.036,26,101,0.99,3.09,0.37,11.7
2573,6,6.6,0.25,0.42,11.3,0.049,77,231,0.9966,3.24,0.52,9.5
2574,6,6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3
2575,6,8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1
2576,6,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2
2577,6,6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3
2578,6,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2
2579,6,7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4
2580,6,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9
2581,6,8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5
2582,6,7.7,0.28,0.29,6.9,0.041,29,163,0.9952,3.44,0.6,10.5
2583,6,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5
2584,6,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9
2585,6,6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8
2586,6,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5
2587,6,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5
2588,6,8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5
2589,6,6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5
2590,6,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6
2591,6,6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5
2592,6,6.1,0.15,0.29,6.2,0.046,39,151,0.99471,3.6,0.44,10.6
2593,6,7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6
2594,6,9.2,0.34,0.54,17.3,0.06,46,235,1.00182,3.08,0.61,8.8
2595,6,6.2,0.26,0.19,3.4,0.049,47,172,0.9924,3.14,0.43,10.4
2596,6,7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10
2597,6,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9
2598,6,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9
2599,6,6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9
2600,6,8.5,0.25,0.31,2.8,0.032,11,61,0.99189,3.06,0.44,11.5
2601,6,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4
2602,6,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4
2603,6,6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5
2604,6,8.5,0.19,0.56,17.3,0.055,47,169,1.00047,3.07,0.67,9.3
2605,6,6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9
2606,6,6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4
2607,6,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4
2608,6,7.4,0.14,0.3,1.3,0.033,25,91,0.99268,3.53,0.39,10.6
2609,6,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4
2610,6,6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2
2611,6,6.3,0.16,0.22,1.3,0.046,18,66,0.99307,3.61,0.55,10.3
2612,6,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8
2613,6,6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9
2614,6,7.5,0.42,0.19,6.9,0.041,62,150,0.99508,3.23,0.37,10
2615,6,6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5
2616,6,7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4
2617,6,8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8
2618,6,7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2
2619,6,7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11
2620,6,8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8
2621,6,6.1,0.41,0.04,1.3,0.036,23,121,0.99228,3.24,0.61,9.9
2622,6,7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1
2623,6,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7
2624,6,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7
2625,6,7.5,0.38,0.29,12.7,0.05,25,209,0.9986,3.25,0.59,9.3
2626,6,6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3
2627,6,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5
2628,6,7.7,0.29,0.29,4.8,0.06,27,156,0.99572,3.49,0.59,10.3
2629,6,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5
2630,6,8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10
2631,6,7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9
2632,6,8.3,0.26,0.31,2,0.029,14,141,0.99077,2.95,0.77,12.2
2633,6,7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6
2634,6,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7
2635,6,6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1
2636,6,7.1,0.34,0.32,2,0.051,29,130,0.99354,3.3,0.5,10.4
2637,6,8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1
2638,6,6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5
2639,6,7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1
2640,6,7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4
2641,6,6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7
2642,6,7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12
2643,6,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2
2644,6,7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12
2645,6,7,0.22,0.29,8.9,0.05,24,90,0.99556,3.29,0.46,9.8
2646,6,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2
2647,6,6.7,0.26,0.29,5.8,0.025,26,74,0.9929,3.28,0.53,11
2648,6,6.5,0.24,0.29,8.2,0.043,32,156,0.99453,3.13,0.7,10.1
2649,6,6.4,0.17,0.34,1.5,0.093,43,136,0.9938,3.25,0.49,9.6
2650,6,6.5,0.19,0.27,4.9,0.037,13,101,0.9916,3.17,0.41,11.8
2651,6,8,0.36,0.39,1.6,0.024,26,93,0.99116,3.15,0.49,11.9
2652,6,6.1,0.16,0.24,1.4,0.046,17,77,0.99319,3.66,0.57,10.3
2653,6,8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10
2654,6,8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7
2655,6,7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7
2656,6,7.6,0.31,0.27,5.8,0.036,23,109,0.99399,3.34,0.54,11
2657,6,7,0.16,0.26,7.3,0.047,30,220,0.99622,3.38,0.58,10.1
2658,6,8,0.27,0.25,19.1,0.045,50,208,1.00051,3.05,0.5,9.2
2659,6,7,0.16,0.26,6.85,0.047,30,220,0.99622,3.38,0.58,10.1
2660,6,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1
2661,6,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1
2662,6,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2
2663,6,8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8
2664,6,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2
2665,6,8.1,0.34,0.28,7.5,0.04,70,230,0.99558,3.14,0.55,9.8
2666,6,7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9
2667,6,8.3,0.28,0.27,17.5,0.045,48,253,1.00014,3.02,0.56,9.1
2668,6,8,0.26,0.28,4.8,0.05,34,150,0.99437,3.13,0.5,10
2669,6,7.3,0.27,0.37,9.7,0.042,36,130,0.9979,3.48,0.75,9.9
2670,6,7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5
2671,6,6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8
2672,6,6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5
2673,6,6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6
2674,6,6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8
2675,6,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6
2676,6,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6
2677,6,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6
2678,6,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6
2679,6,7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2
2680,6,5.2,0.16,0.34,0.8,0.029,26,77,0.99155,3.25,0.51,10.1
2681,6,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7
2682,6,6,0.29,0.21,15.55,0.043,20,142,0.99658,3.11,0.54,10.1
2683,6,6.8,0.29,0.49,1.4,0.142,52,148,0.9937,3.08,0.49,9
2684,6,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5
2685,6,6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4
2686,6,6.4,0.37,0.37,4.85,0.041,39.5,216.5,0.99432,3.1,0.5,9.8
2687,6,6.2,0.26,0.37,7.1,0.047,54,201,0.99523,3.19,0.48,9.5
2688,6,6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5
2689,6,8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1
2690,6,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9
2691,6,7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9
2692,6,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3
2693,6,7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10
2694,6,6.1,0.28,0.24,19.95,0.074,32,174,0.99922,3.19,0.44,9.3
2695,6,6.9,0.26,0.31,7,0.039,37,175,0.99376,3.32,0.49,11.4
2696,6,8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4
2697,6,7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4
2698,6,6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7
2699,6,6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8
2700,6,6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2
2701,6,6.2,0.3,0.49,11.2,0.058,68,215,0.99656,3.19,0.6,9.4
2702,6,5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9
2703,6,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2
2704,6,7.3,0.51,0.29,11.3,0.034,61,224,0.99683,3.14,0.56,9.5
2705,6,7.3,0.16,0.35,1.5,0.036,29,108,0.99342,3.27,0.51,10.2
2706,6,6.4,0.16,0.37,1.5,0.037,27,109,0.99345,3.38,0.5,9.8
2707,6,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5
2708,6,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6
2709,6,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2
2710,6,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5
2711,6,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5
2712,6,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6
2713,6,6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2
2714,6,6.9,0.32,0.3,1.8,0.036,28,117,0.99269,3.24,0.48,11
2715,6,7.2,0.22,0.24,1.4,0.041,17,159,0.99196,3.25,0.53,11.2
2716,6,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5
2717,6,6.3,0.26,0.42,7.1,0.045,62,209,0.99544,3.2,0.53,9.5
2718,6,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1
2719,6,6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1
2720,6,6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6
2721,6,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6
2722,6,6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3
2723,6,7,0.16,0.32,1.1,0.032,29,80,0.98972,3.23,0.36,12.1
2724,6,6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9
2725,6,6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2
2726,6,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2
2727,6,6.9,0.13,0.28,13.3,0.05,47,132,0.99655,3.34,0.42,10.1
2728,6,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7
2729,6,6.9,0.32,0.27,16,0.034,58,185,0.99938,3.34,0.6,9
2730,6,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7
2731,6,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12
2732,6,7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6
2733,6,8.9,0.26,0.33,8.1,0.024,47,202,0.99558,3.13,0.46,10.8
2734,6,7.5,0.25,0.32,8.2,0.024,53,209,0.99563,3.12,0.46,10.8
2735,6,7.1,0.2,0.3,0.9,0.019,4,28,0.98931,3.2,0.36,12
2736,6,6.6,0.35,0.35,6,0.063,31,150,0.99537,3.1,0.47,9.4
2737,6,7,0.24,0.24,9,0.03,42,219,0.99636,3.47,0.46,10.2
2738,6,5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5
2739,6,8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8
2740,6,7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8
2741,6,9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6
2742,6,7.4,0.2,0.37,1.2,0.028,28,89,0.99132,3.14,0.61,11.8
2743,6,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2
2744,6,6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2
2745,6,7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2
2746,6,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2
2747,6,6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3
2748,6,7.2,0.3,0.26,1.5,0.041,46,178,0.99154,3.19,0.56,11.3
2749,6,7,0.23,0.33,1,0.043,46,110,0.99118,3.04,0.65,10.8
2750,6,9.6,0.655,0.21,2,0.039,21,120,0.99188,3,1,12.6
2751,6,7.9,0.37,0.31,2.85,0.037,5,24,0.9911,3.19,0.36,11.9
2752,6,7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2
2753,6,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12
2754,6,7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2
2755,6,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9
2756,6,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3
2757,6,7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1
2758,6,6.6,0.21,0.29,1.8,0.026,35,128,0.99183,3.37,0.48,11.2
2759,6,8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9
2760,6,7.2,0.19,0.27,11.2,0.061,46,149,0.99772,2.99,0.59,9.3
2761,6,7.6,0.18,0.28,7.1,0.041,29,110,0.99652,3.2,0.42,9.2
2762,6,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3
2763,6,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7
2764,6,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8
2765,6,6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3
2766,6,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7
2767,6,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3
2768,6,6.5,0.22,0.5,16.4,0.048,36,182,0.99904,3.02,0.49,8.8
2769,6,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8
2770,6,6.9,0.3,0.25,3.3,0.041,26,124,0.99428,3.18,0.5,9.3
2771,6,6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4
2772,6,6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4
